Time;Dist;GYRO_STEER;GYRO_Z;V_Sat;Longitude;Latitude;;;
s;m;V;deg/s;km/h;°;°;;;
2215,04;0;2,8895245;-13,6;122,87;9,3146394;45,8083749;;;
2215,08;0;3,1963069;-7,08;122,22;9,3146302;45,8083645;;;
2215,12;0;3,2980847;4,3;122,22;9,3146211;45,8083541;;;
2215,16;0;2,8263521;15,14;122,42;9,3146119;45,8083437;;;
2215,2;0;2,413214;15,4;122,42;9,3146028;45,8083332;;;
2215,24;0;2,1467154;7,94;122,46;9,3145935;45,8083229;;;
2215,28;0;2,1040664;-1,52;122,46;9,3145843;45,8083125;;;
2215,32;0;2,2966352;-8,9;122,19;9,314575;45,8083022;;;
2215,36;0;2,5358202;-8,62;122,19;9,3145658;45,8082918;;;
2215,4;0;2,7017622;-2,24;122,28;9,3145567;45,8082815;;;
2215,44;0;2,7225907;2,9;122,28;9,3145476;45,8082712;;;
2215,48;0;2,6476688;5,74;122,09;9,3145385;45,8082609;;;
2215,52;0;2,4754708;6,8;122,09;9,3145294;45,8082505;;;
2215,56;0;2,3791864;4,76;121,21;9,3145202;45,8082403;;;
2215,6;0;2,3878078;1,34;121,21;9,314511;45,80823;;;
2215,64;0;2,4264894;-0,72;121,47;9,3145018;45,8082198;;;
2215,68;0;2,4704354;-1,96;121,47;9,3144926;45,8082095;;;
2215,72;0;2,517662;0,72;121,47;9,3144835;45,8081993;;;
2215,76;0;2,4747078;0,68;121,47;9,3144744;45,8081891;;;
2215,8;0;2,5220108;3,48;120,75;9,3144654;45,808179;;;
2215,84;0;2,536278;3,92;120,75;9,3144565;45,8081688;;;
2215,88;0;2,4534216;5,12;120,24;9,3144475;45,8081587;;;
2215,92;0;2,3239489;4,08;120,24;9,3144386;45,8081486;;;
2215,96;0;2,2836649;4,3;119,8;9,3144297;45,8081385;;;
2216;0;2,2609291;0,78;119,8;9,3144208;45,8081285;;;
2216,04;0;2,278477;1,38;119;9,3144119;45,8081185;;;
2216,08;0;2,4338138;-0,44;119;9,314403;45,8081084;;;
2216,12;0;2,4721138;-0,42;118,19;9,3143942;45,8080985;;;
2216,16;0;2,3355458;3,5;118,19;9,3143854;45,8080885;;;
2216,2;0;2,3201342;1,92;118,32;9,3143767;45,8080787;;;
2216,24;0;2,4013121;1,04;118,32;9,314368;45,8080688;;;
2216,28;0;2,4849315;0,64;117,61;9,3143594;45,808059;;;
2216,32;0;2,3392842;3,4;117,61;9,3143509;45,8080492;;;
2216,36;0;2,2301059;4,32;116,4;9,3143424;45,8080395;;;
2216,4;0;2,2158387;1,24;116,4;9,3143339;45,8080298;;;
2216,44;0;2,2920575;-0,74;115,38;9,3143254;45,8080201;;;
2216,48;0;2,3896389;-3,66;115,38;9,3143169;45,8080104;;;
2216,52;0;2,4563971;-1,5;113,82;9,3143085;45,8080008;;;
2216,56;0;2,4610512;-0,88;113,82;9,3143002;45,8079911;;;
2216,6;0;2,4027617;0,04;113,64;9,314292;45,8079815;;;
2216,64;0;2,378576;0,84;113,64;9,3142838;45,8079718;;;
2216,68;0;2,3201342;-0,28;113,54;9,3142757;45,8079623;;;
2216,72;0;2,3125808;-2,5;113,54;9,3142676;45,8079527;;;
2216,76;0;2,4666207;-3,98;112,69;9,3142596;45,8079433;;;
2216,8;0;2,4882884;-3,84;112,69;9,3142515;45,8079338;;;
2216,84;0;2,5547414;-3,54;110,8;9,3142435;45,8079244;;;
2216,88;0;2,5252917;-1,02;110,8;9,3142356;45,807915;;;
2216,92;0;2,4702828;0,44;110,53;9,3142278;45,8079057;;;
2216,96;0;2,462043;-0,42;110,53;9,31422;45,8078963;;;
2217;0;2,4153504;-0,22;109,62;9,3142123;45,8078871;;;
2217,04;0;2,4352634;-5,02;109,62;9,3142046;45,8078778;;;
2217,08;0;2,4211488;-2,7;108,74;9,3141968;45,8078686;;;
2217,12;0;2,521019;-4;108,74;9,3141891;45,8078593;;;
2217,16;0;2,5178909;-5,44;106,81;9,3141814;45,8078502;;;
2217,2;0;2,5643547;-2,68;106,81;9,3141738;45,807841;;;
2217,24;0;2,5400929;-2,94;107,32;9,3141662;45,807832;;;
2217,28;0;2,5030897;-1,86;107,32;9,3141587;45,8078229;;;
2217,32;0;2,5865567;-4,84;106,32;9,3141512;45,8078139;;;
2217,36;0;2,5717554;-1,62;106,32;9,3141438;45,8078049;;;
2217,4;0;2,5456624;-3,7;105,4;9,3141364;45,8077959;;;
2217,44;0;2,6559088;-4,96;105,4;9,3141291;45,8077869;;;
2217,48;0;2,6594183;-4,54;104,47;9,3141217;45,8077779;;;
2217,52;0;2,619745;-6,66;104,47;9,3141144;45,807769;;;
2217,56;0;2,7621117;-5,3;104,38;9,3141071;45,8077601;;;
2217,6;0;2,7240403;-4,24;104,38;9,3140999;45,8077512;;;
2217,64;0;2,6934459;-4,62;102,88;9,3140928;45,8077424;;;
2217,68;0;2,7546346;-3,68;102,88;9,3140858;45,8077336;;;
2217,72;0;2,7666893;-3,92;103,21;9,3140787;45,8077248;;;
2217,76;0;2,7333484;-3,32;103,21;9,3140716;45,8077161;;;
2217,8;0;2,7621117;-1,9;102,09;9,3140645;45,8077074;;;
2217,84;0;2,777981;-1,88;102,09;9,3140574;45,8076986;;;
2217,88;0;2,7208359;-0,98;100,92;9,3140502;45,80769;;;
2217,92;0;2,6981001;0,2;100,92;9,3140431;45,8076813;;;
2217,96;0;2,7908747;0,86;101,04;9,314036;45,8076726;;;
2218;0;2,736629;0,32;101,04;9,3140289;45,807664;;;
2218,04;0;2,7246506;0,42;100,49;9,3140218;45,8076554;;;
2218,08;0;2,7873652;0,72;100,49;9,3140147;45,8076468;;;
2218,12;0;2,6768899;4,4;99,64;9,3140076;45,8076383;;;
2218,16;0;2,5781641;5,34;99,64;9,3140006;45,8076297;;;
2218,2;0;2,5216293;4,24;99,81;9,3139935;45,8076213;;;
2218,24;0;2,5020216;3,12;99,81;9,3139865;45,8076128;;;
2218,28;0;2,497978;3,34;98,69;9,3139795;45,8076044;;;
2218,32;0;2,5329211;0,94;98,69;9,3139725;45,8075959;;;
2218,36;0;2,4965284;2,34;98,08;9,3139654;45,8075876;;;
2218,4;0;2,5881588;4,06;98,08;9,3139584;45,8075792;;;
2218,44;0;2,5319293;3,58;97,84;9,3139513;45,807571;;;
2218,48;0;2,5089645;4,7;97,84;9,3139443;45,8075627;;;
2218,52;0;2,4148164;5,08;97,2;9,3139372;45,8075544;;;
2218,56;0;2,421988;3,86;97,2;9,3139302;45,8075462;;;
2218,6;0;2,4151978;2,82;96,84;9,3139232;45,8075379;;;
2218,64;0;2,4758523;2,3;96,84;9,3139162;45,8075297;;;
2218,68;0;2,47631;2,48;96,36;9,3139092;45,8075215;;;
2218,72;0;2,4328983;3,28;96,36;9,3139023;45,8075133;;;
2218,76;0;2,4518194;3,08;96;9,3138953;45,8075053;;;
2218,8;0;2,4010069;3,9;96;9,3138884;45,8074972;;;
2218,84;0;2,3761346;3,36;95,52;9,3138815;45,8074892;;;
2218,88;0;2,4663155;2,66;95,52;9,3138746;45,8074811;;;
2218,92;0;2,4294651;2,74;94,85;9,3138677;45,8074732;;;
2218,96;0;2,4237428;2,64;94,85;9,3138607;45,8074652;;;
2219;0;2,4237428;2,06;94,11;9,3138538;45,8074572;;;
2219,04;0;2,4238191;1,64;94,11;9,3138468;45,8074493;;;
2219,08;0;2,4229035;1,38;93,41;9,31384;45,8074414;;;
2219,12;0;2,4814982;1,5;93,41;9,3138331;45,8074334;;;
2219,16;0;2,4605932;1,94;93,23;9,3138263;45,8074256;;;
2219,2;0;2,4306095;2,14;93,23;9,3138194;45,8074177;;;
2219,24;0;2,4025328;1,76;93,07;9,3138126;45,8074099;;;
2219,28;0;2,4148927;1,42;93,07;9,3138058;45,807402;;;
2219,32;0;2,4097044;0,56;92,07;9,3137991;45,8073943;;;
2219,36;0;2,4297702;0,5;92,07;9,3137924;45,8073865;;;
2219,4;0;2,4342716;0,02;91,98;9,3137856;45,8073789;;;
2219,44;0;2,4676125;-0,38;91,98;9,3137789;45,8073712;;;
2219,48;0;2,5037;-0,18;90,97;9,3137722;45,8073636;;;
2219,52;0;2,5274279;-0,34;90,97;9,3137655;45,807356;;;
2219,56;0;2,5407796;0,4;90,13;9,313759;45,8073484;;;
2219,6;0;2,5379565;0,44;90,13;9,3137524;45,8073409;;;
2219,64;0;2,5889218;-0,04;89,83;9,3137459;45,8073334;;;
2219,68;0;2,5523;2,14;89,83;9,3137394;45,8073259;;;
2219,72;0;2,5167465;3,38;88,47;9,313733;45,8073186;;;
2219,76;0;2,3975735;3,52;88,47;9,3137266;45,8073113;;;
2219,8;0;2,4037535;1,02;88,01;9,3137203;45,8073041;;;
2219,84;0;2,4312961;0,12;88,01;9,313714;45,8072969;;;
2219,88;0;2,5014875;-0,82;86,71;9,3137078;45,8072898;;;
2219,92;0;2,5218582;1,02;86,71;9,3137016;45,8072826;;;
2219,96;0;2,5203323;1,04;84,87;9,3136955;45,8072756;;;
2220;0;2,439841;1,06;84,87;9,3136894;45,8072686;;;
2220,04;0;2,4089415;1,28;84,08;9,3136833;45,8072617;;;
2220,08;0;2,5164413;-0,36;84,08;9,3136773;45,8072548;;;
2220,12;0;2,4272523;0,78;82,83;9,3136713;45,807248;;;
2220,16;0;2,499275;-1,4;82,83;9,3136654;45,8072411;;;
2220,2;0;2,5082779;-1,18;81,75;9,3136595;45,8072344;;;
2220,24;0;2,5325396;-0,86;81,75;9,3136536;45,8072277;;;
2220,28;0;2,5209427;-0,38;80,45;9,3136478;45,8072211;;;
2220,32;0;2,4882884;-0,48;80,45;9,3136421;45,8072145;;;
2220,36;0;2,600137;-1,36;79,72;9,3136365;45,807208;;;
2220,4;0;2,5720606;0,62;79,72;9,3136309;45,8072014;;;
2220,44;0;2,5182724;1,26;77,94;9,3136253;45,807195;;;
2220,48;0;2,5358202;0,72;77,94;9,3136198;45,8071886;;;
2220,52;0;2,5135422;2,04;76,55;9,3136143;45,8071824;;;
2220,56;0;2,523613;0,72;76,55;9,3136089;45,8071761;;;
2220,6;0;2,4726479;0,8;75,34;9,3136035;45,8071699;;;
2220,64;0;2,4940107;-0,46;75,34;9,3135981;45,8071637;;;
2220,68;0;2,5540547;-0,96;74,21;9,3135928;45,8071576;;;
2220,72;0;2,5238421;0,54;74,21;9,3135875;45,8071515;;;
2220,76;0;2,5659568;0,26;72,74;9,3135823;45,8071456;;;
2220,8;0;2,5691612;1,08;72,74;9,3135772;45,8071396;;;
2220,84;0;2,5173569;3,12;71,37;9,3135721;45,8071338;;;
2220,88;0;2,4795909;2,04;71,37;9,3135671;45,8071279;;;
2220,92;0;2,4680703;0,84;70,3;9,3135621;45,8071222;;;
2220,96;0;2,4487677;0,74;70,3;9,3135571;45,8071164;;;
2221;0;2,4739449;-0,16;68,83;9,3135521;45,8071107;;;
2221,04;0;2,5289538;-0,36;68,83;9,3135472;45,807105;;;
2221,08;0;2,529793;0,54;67,68;9,3135423;45,8070995;;;
2221,12;0;2,5061414;0,46;67,68;9,3135374;45,8070939;;;
2221,16;0;2,5159836;0,3;67,13;9,3135327;45,8070885;;;
2221,2;0;2,5042341;0,74;67,13;9,3135279;45,807083;;;
2221,24;0;2,4882884;0,92;65,71;9,3135233;45,8070777;;;
2221,28;0;2,5275042;0,52;65,71;9,3135186;45,8070723;;;
2221,32;0;2,4687569;1,94;64,29;9,3135141;45,807067;;;
2221,36;0;2,4923322;1,06;64,29;9,3135095;45,8070617;;;
2221,4;0;2,5241473;0,42;63,41;9,313505;45,8070565;;;
2221,44;0;2,4471655;0,38;63,41;9,3135005;45,8070513;;;
2221,48;0;2,5059125;-0,2;62,19;9,313496;45,8070462;;;
2221,52;0;2,5379565;0,54;62,19;9,3134916;45,807041;;;
2221,56;0;2,4954603;0,22;61,63;9,3134872;45,807036;;;
2221,6;0;2,4872966;0,38;61,08;9,3134828;45,8070309;;;
2221,64;0;2,5025556;0,86;60,46;9,3134786;45,807026;;;
2221,68;0;2,4498358;0,36;60,46;9,3134743;45,807021;;;
2221,72;0;2,4592962;0,86;59,91;9,3134701;45,8070162;;;
2221,76;0;2,5040815;-0,82;59,36;9,3134659;45,8070113;;;
2221,8;0;2,4606695;-0,26;58,74;9,3134616;45,8070065;;;
2221,84;0;2,4309909;-1,8;58,12;9,3134574;45,8070017;;;
2221,88;0;2,5089645;-1,96;57,66;9,3134533;45,806997;;;
2221,92;0;2,5556571;-4,44;57,2;9,3134491;45,8069923;;;
2221,96;0;2,5510793;-3,12;56,95;9,3134451;45,8069876;;;
2222;0;2,6686502;-2,86;56,71;9,313441;45,806983;;;
2222,04;0;2,8057523;-1,82;56,22;9,313437;45,8069784;;;
2222,08;0;2,6785684;1,42;55,74;9,313433;45,8069737;;;
2222,12;0;2,6590369;2,36;55,31;9,313429;45,8069692;;;
2222,16;0;2,6942852;2,14;54,88;9,313425;45,8069646;;;
2222,2;0;2,5899136;2,92;54,69;9,3134209;45,80696;;;
2222,24;0;2,499809;3,1;54,5;9,3134169;45,8069554;;;
2222,28;0;2,6042571;2,24;54,42;9,3134128;45,8069509;;;
2222,32;0;2,6356907;2,26;54,34;9,3134087;45,8069463;;;
2222,36;0;2,5179672;3,88;54,22;9,3134047;45,8069418;;;
2222,4;0;2,5008771;3,76;54,11;9,3134006;45,8069373;;;
2222,44;0;2,5766382;2,82;53,94;9,3133966;45,8069329;;;
2222,48;0;2,5321581;3,82;53,78;9,3133926;45,8069284;;;
2222,52;0;2,4392307;4,1;53,63;9,3133886;45,806924;;;
2222,56;0;2,4145875;3,12;53,49;9,3133846;45,8069195;;;
2222,6;0;2,5183487;1,58;53,39;9,3133806;45,8069151;;;
2222,64;0;2,4843211;1,74;53,3;9,3133766;45,8069107;;;
2222,68;0;2,3643851;2,58;53,09;9,3133726;45,8069063;;;
2222,72;0;2,6034179;0,06;52,88;9,3133686;45,8069018;;;
2222,76;0;2,5980008;1,46;52,61;9,3133646;45,8068975;;;
2222,8;0;2,3379872;2,48;52,35;9,3133606;45,8068931;;;
2222,84;0;2,5133896;0,66;52,44;9,3133566;45,8068887;;;
2222,88;0;2,727092;-0,18;52,53;9,3133526;45,8068844;;;
2222,92;0;2,5459676;1,76;52,24;9,3133486;45,8068801;;;
2222,96;0;2,4754708;2,42;51,95;9,3133447;45,8068757;;;
2223;0;2,6749063;1,54;52,02;9,3133407;45,8068714;;;
2223,04;0;2,6353092;2,3;52,09;9,3133367;45,8068671;;;
2223,08;0;2,4409091;4,16;51,97;9,3133327;45,8068629;;;
2223,12;0;2,4614327;3,32;51,84;9,3133287;45,8068586;;;
2223,16;0;2,5475698;1,82;51,59;9,3133247;45,8068543;;;
2223,2;0;2,5384142;1,74;51,34;9,3133207;45,8068501;;;
2223,24;0;2,459754;2,24;51,35;9,3133167;45,8068459;;;
2223,28;0;2,462806;2,02;51,35;9,3133128;45,8068416;;;
2223,32;0;2,5741205;0,84;51,24;9,3133088;45,8068374;;;
2223,36;0;2,5880826;1,64;51,12;9,3133048;45,8068332;;;
2223,4;0;2,4356449;2,98;50,95;9,3133008;45,8068291;;;
2223,44;0;2,4895091;1,8;50,79;9,3132969;45,8068249;;;
2223,48;0;2,5912869;1,18;50,74;9,3132929;45,8068207;;;
2223,52;0;2,5110245;2,28;50,69;9,313289;45,8068166;;;
2223,56;0;2,432059;2,76;50,46;9,3132851;45,8068124;;;
2223,6;0;2,4735634;1,56;50,23;9,3132813;45,8068083;;;
2223,64;0;2,5730524;0,78;50,08;9,3132774;45,8068042;;;
2223,68;0;2,5572593;1,64;49,93;9,3132736;45,8068;;;
2223,72;0;2,4761574;2,68;49,89;9,3132697;45,806796;;;
2223,76;0;2,519722;2,32;49,85;9,3132658;45,8067919;;;
2223,8;0;2,5898373;1,62;49,69;9,3132619;45,8067878;;;
2223,84;0;2,4861522;3,28;49,53;9,3132581;45,8067838;;;
2223,88;0;2,4661629;2,82;49,29;9,3132543;45,8067798;;;
2223,92;0;2,5330737;2,8;49,05;9,3132505;45,8067757;;;
2223,96;0;2,5008008;2,92;48,99;9,3132467;45,8067717;;;
2224;0;2,4266419;3,6;48,92;9,313243;45,8067677;;;
2224,04;0;2,3571372;2,42;48,42;9,3132391;45,8067637;;;
2224,08;0;2,4708931;1,1;47,93;9,3132353;45,8067597;;;
2224,12;0;2,518425;0,72;47,76;9,3132315;45,8067558;;;
2224,16;0;2,4421299;1,9;47,6;9,3132277;45,8067518;;;
2224,2;0;2,3950558;1,74;47,89;9,313224;45,8067479;;;
2224,24;0;2,5041578;1,12;48,18;9,3132203;45,8067439;;;
2224,28;0;2,3952084;1,92;48,26;9,3132164;45,80674;;;
2224,32;0;2,3565269;1,5;48,35;9,3132125;45,806736;;;
2224,36;0;2,3624778;0,24;47,76;9,3132086;45,8067321;;;
2224,4;0;2,4622719;-1,12;47,18;9,3132047;45,8067281;;;
2224,44;0;2,461509;-1,04;47,1;9,313201;45,8067242;;;
2224,48;0;2,4235139;-1,1;47,03;9,3131972;45,8067203;;;
2224,52;0;2,4712746;-1,82;47,38;9,3131935;45,8067164;;;
2224,56;0;2,5152206;-2,24;47,73;9,3131898;45,8067126;;;
2224,6;0;2,5136185;-1,5;47,37;9,313186;45,8067087;;;
2224,64;0;2,5160599;-1,26;47,01;9,3131823;45,8067048;;;
2224,68;0;2,5213242;-1,28;46,92;9,3131785;45,806701;;;
2224,72;0;2,5576408;-1,06;46,82;9,3131748;45,8066971;;;
2224,76;0;2,6260011;-1,14;46,67;9,3131711;45,8066932;;;
2224,8;0;2,5585563;0,18;46,51;9,3131674;45,8066894;;;
2224,84;0;2,5602348;0,1;46,56;9,3131636;45,8066855;;;
2224,88;0;2,6248567;0,42;46,62;9,3131599;45,8066817;;;
2224,92;0;2,5896847;1,42;46,5;9,3131563;45,8066779;;;
2224,96;0;2,4697487;1,56;46,38;9,3131526;45,806674;;;
2225;0;2,5185013;0,5;46,16;9,313149;45,8066702;;;
2225,04;0;2,6355381;-0,3;45,94;9,3131454;45,8066664;;;
2225,08;0;2,6563666;0,94;45,92;9,3131418;45,8066627;;;
2225,12;0;2,5389483;2,14;45,9;9,3131382;45,8066589;;;
2225,16;0;2,5436025;1,54;45,75;9,3131346;45,8066551;;;
2225,2;0;2,6173797;2,02;45,61;9,313131;45,8066513;;;
2225,24;0;2,6411076;2,98;45,44;9,3131274;45,8066476;;;
2225,28;0;2,5065229;4,06;45,28;9,3131238;45,8066438;;;
2225,32;0;2,4708931;3,42;45,22;9,3131202;45,8066401;;;
2225,36;0;2,4579992;3,42;45,17;9,3131166;45,8066363;;;
2225,4;0;2,5107193;3,2;45,07;9,313113;45,8066326;;;
2225,44;0;2,4369419;3,98;44,97;9,3131094;45,8066288;;;
2225,48;0;2,390707;2,42;44,74;9,3131058;45,8066252;;;
2225,52;0;2,3411915;2,04;44,5;9,3131022;45,8066215;;;
2225,56;0;2,4474707;1,08;44,78;9,3130985;45,8066178;;;
2225,6;0;2,450675;1;45,07;9,3130949;45,8066141;;;
2225,64;0;2,3691919;0,5;44,72;9,3130912;45,8066104;;;
2225,68;0;2,3926907;-0,36;44,38;9,3130875;45,8066067;;;
2225,72;0;2,4711983;-0,36;44,18;9,3130838;45,806603;;;
2225,76;0;2,4055846;0,2;43,99;9,3130802;45,8065993;;;
2225,8;0;2,4272523;-1,68;44,16;9,3130764;45,8065956;;;
2225,84;0;2,4589911;-1,58;44,33;9,3130727;45,8065919;;;
2225,88;0;2,4625771;-2,08;44,45;9,3130689;45,8065881;;;
2225,92;0;2,4969862;-1,58;44,58;9,3130651;45,8065844;;;
2225,96;0;2,5143051;-2,18;44,64;9,3130614;45,8065806;;;
2226;0;2,5347521;-2,7;44,71;9,3130577;45,8065769;;;
2226,04;0;2,571908;-2,16;45,13;9,3130541;45,8065731;;;
2226,08;0;2,6047912;-1,18;45,54;9,3130504;45,8065693;;;
2226,12;0;2,6019681;-1,78;45,29;9,3130467;45,8065655;;;
2226,16;0;2,6240938;-1,1;45,05;9,3130429;45,8065617;;;
2226,2;0;2,6308839;0,22;45,18;9,3130392;45,8065579;;;
2226,24;0;2,6690316;0,9;45,31;9,3130354;45,806554;;;
2226,28;0;2,6306551;0,6;45,52;9,3130318;45,8065502;;;
2226,32;0;2,6095977;2,46;45,74;9,3130281;45,8065464;;;
2226,36;0;2,5812159;2,86;45,99;9,3130245;45,8065426;;;
2226,4;0;2,5780115;2,9;46,24;9,3130208;45,8065388;;;
2226,44;0;2,5711451;2,42;46,08;9,3130171;45,806535;;;
2226,48;0;2,525368;2,4;45,93;9,3130133;45,8065312;;;
2226,52;0;2,5378802;2,62;45,85;9,3130095;45,8065273;;;
2226,56;0;2,5547414;2,66;45,77;9,3130057;45,8065235;;;
2226,6;0;2,5004957;2,54;45,79;9,313002;45,8065196;;;
2226,64;0;2,4980543;2,5;45,81;9,3129982;45,8065158;;;
2226,68;0;2,4962232;1,98;46,13;9,3129944;45,806512;;;
2226,72;0;2,5782404;2;46,44;9,3129907;45,8065081;;;
2226,76;0;2,5433736;2,02;46,51;9,3129868;45,8065043;;;
2226,8;0;2,5199509;2,64;46,58;9,312983;45,8065005;;;
2226,84;0;2,4965284;3,28;46,45;9,3129792;45,8064967;;;
2226,88;0;2,5325396;3,12;46,32;9,3129754;45,8064928;;;
2226,92;0;2,5485616;2,56;46,28;9,3129716;45,8064889;;;
2226,96;0;2,4689858;2,56;46,23;9,3129677;45,806485;;;
2227;0;2,4552526;2,94;46,23;9,3129638;45,8064812;;;
2227,04;0;2,4971387;2,82;46,23;9,31296;45,8064773;;;
2227,08;0;2,4753945;2,44;46,5;9,3129561;45,8064735;;;
2227,12;0;2,4338138;2,62;46,77;9,3129522;45,8064696;;;
2227,16;0;2,4425113;2,22;46,98;9,3129483;45,8064657;;;
2227,2;0;2,4574652;1,86;47,19;9,3129444;45,8064618;;;
2227,24;0;2,4711983;1,22;46,87;9,3129405;45,8064579;;;
2227,28;0;2,4375522;1,14;46,55;9,3129366;45,806454;;;
2227,32;0;2,4678414;0,96;46,86;9,3129326;45,8064501;;;
2227,36;0;2,4876018;1,34;47,18;9,3129287;45,8064462;;;
2227,4;0;2,4755471;0,9;47,15;9,3129248;45,8064423;;;
2227,44;0;2,4640267;0,92;47,13;9,3129209;45,8064384;;;
2227,48;0;2,4553289;1,36;47,24;9,3129169;45,8064345;;;
2227,52;0;2,4400699;1,24;47,36;9,312913;45,8064306;;;
2227,56;0;2,4621193;0,42;47,32;9,312909;45,8064267;;;
2227,6;0;2,4618142;0,62;47,28;9,3129051;45,8064228;;;
2227,64;0;2,3916988;1,04;47,42;9,3129011;45,8064189;;;
2227,68;0;2,4010069;-0,06;47,55;9,3128971;45,806415;;;
2227,72;0;2,4606695;-0,62;47,81;9,3128931;45,8064111;;;
2227,76;0;2,4647896;-0,76;48,06;9,3128892;45,8064071;;;
2227,8;0;2,4467077;-0,54;47,62;9,3128852;45,8064032;;;
2227,84;0;2,4785991;-0,86;47,18;9,3128813;45,8063993;;;
2227,88;0;2,517128;-0,86;47,54;9,3128774;45,8063954;;;
2227,92;0;2,5205612;-0,22;47,91;9,3128735;45,8063914;;;
2227,96;0;2,4632638;0,14;47,68;9,3128695;45,8063875;;;
2228;0;2,4831004;-0,14;47,46;9,3128656;45,8063836;;;
2228,04;0;2,5387957;-0,6;47,64;9,3128617;45,8063797;;;
2228,08;0;2,4777598;0,62;47,82;9,3128578;45,8063758;;;
2228,12;0;2,4746315;-0,12;47,65;9,3128539;45,8063719;;;
2228,16;0;2,4446476;-0,38;47,49;9,3128501;45,806368;;;
2228,2;0;2,535744;-0,68;47,56;9,3128462;45,8063642;;;
2228,24;0;2,5488667;-0,64;47,62;9,3128424;45,8063603;;;
2228,28;0;2,4836345;0,16;47,23;9,3128385;45,8063565;;;
2228,32;0;2,4851604;-0,1;46,84;9,3128347;45,8063526;;;
2228,36;0;2,5363543;-0,1;46,96;9,3128309;45,8063488;;;
2228,4;0;2,5060651;0,6;47,07;9,3128271;45,806345;;;
2228,44;0;2,4980543;0,58;46,9;9,3128234;45,8063412;;;
2228,48;0;2,4828715;0,22;46,73;9,3128197;45,8063374;;;
2228,52;0;2,5385668;-0,5;46,58;9,3128159;45,8063337;;;
2228,56;0;2,4916453;1,04;46,43;9,3128121;45,8063299;;;
2228,6;0;2,4995039;0,94;46,17;9,3128084;45,8063262;;;
2228,64;0;2,4660103;0,92;45,9;9,3128046;45,8063225;;;
2228,68;0;2,4826427;0,5;46,08;9,3128009;45,8063188;;;
2228,72;0;2,4562445;0,84;46,27;9,3127973;45,8063151;;;
2228,76;0;2,4700539;0,66;45,93;9,3127936;45,8063113;;;
2228,8;0;2,4534216;0,1;45,6;9,31279;45,8063075;;;
2228,84;0;2,4617379;-0,02;45,42;9,3127863;45,8063038;;;
2228,88;0;2,4963758;-0,28;45,24;9,3127826;45,8063;;;
2228,92;0;2,4562445;0,22;45,31;9,3127789;45,8062963;;;
2228,96;0;2,4766154;-0,14;45,37;9,3127753;45,8062925;;;
2229;0;2,475776;0,1;45,46;9,3127716;45,8062888;;;
2229,04;0;2,4394596;0,14;45,55;9,3127679;45,8062851;;;
2229,08;0;2,5207901;0,06;45,34;9,3127642;45,8062814;;;
2229,12;0;2,4716561;0,22;45,13;9,3127605;45,8062777;;;
2229,16;0;2,4567022;0,38;44,79;9,3127569;45,806274;;;
2229,2;0;2,4560919;0,5;44,45;9,3127533;45,8062702;;;
2229,24;0;2,4827952;0,82;44,85;9,3127497;45,8062665;;;
2229,28;0;2,4177918;0,88;45,25;9,3127462;45,8062628;;;
2229,32;0;2,3789575;0,84;45;9,3127426;45,8062591;;;
2229,36;0;2,4191651;0,06;44,76;9,3127391;45,8062554;;;
2229,4;0;2,4486151;0,44;44,63;9,3127355;45,8062518;;;
2229,44;0;2,3561454;0,04;44,5;9,312732;45,8062481;;;
2229,48;0;2,3646903;-0,62;44,4;9,3127284;45,8062444;;;
2229,52;0;2,3668268;-1,48;44,3;9,3127249;45,8062408;;;
2229,56;0;2,4168;-2,08;44,18;9,3127214;45,8062371;;;
2229,6;0;2,3814752;-2,38;44,06;9,3127179;45,8062334;;;
2229,64;0;2,4192414;-3,2;44,02;9,3127144;45,8062298;;;
2229,68;0;2,4192414;-3,56;43,99;9,312711;45,8062261;;;
2229,72;0;2,4934003;-3,06;44;9,3127075;45,8062224;;;
2229,76;0;2,5001905;-2,72;44,01;9,312704;45,8062188;;;
2229,8;0;2,5270464;-3,42;43,84;9,3127006;45,8062151;;;
2229,84;0;2,4955366;-3,04;43,67;9,3126971;45,8062115;;;
2229,88;0;2,5508504;-2,3;43,7;9,3126937;45,8062078;;;
2229,92;0;2,5443654;-1,82;43,73;9,3126903;45,8062042;;;
2229,96;0;2,5285723;-1,98;43,79;9,3126869;45,8062005;;;
2230;0;2,517662;-1,8;43,85;9,3126835;45,8061969;;;
2230,04;0;2,5898373;-1,5;43,72;9,31268;45,8061932;;;
2230,08;0;2,5428395;-0,46;43,59;9,3126766;45,8061895;;;
2230,12;0;2,529793;-0,8;43,44;9,3126732;45,8061858;;;
2230,16;0;2,5446706;-1;43,29;9,3126698;45,8061821;;;
2230,2;0;2,5278857;-1,1;43,5;9,3126663;45,8061784;;;
2230,24;0;2,5462728;-0,52;43,7;9,3126629;45,8061747;;;
2230,28;0;2,5265887;0,06;43,84;9,3126594;45,806171;;;
2230,32;0;2,5275042;-0,72;43,98;9,312656;45,8061673;;;
2230,36;0;2,5177383;-0,34;44,03;9,3126525;45,8061635;;;
2230,4;0;2,5269701;0;44,08;9,3126491;45,8061597;;;
2230,44;0;2,5434499;-0,08;44,15;9,3126456;45,806156;;;
2230,48;0;2,5220108;-0,12;44,22;9,3126422;45,8061522;;;
2230,52;0;2,5165176;-0,04;44,29;9,3126387;45,8061484;;;
